Código,Título,Resumo,Temário,Modalidade aprovada,Inscrição responsável,Autores
73618,"IMPORTANCE OF DENGUE, ZIKA AND CHIKUNGUNYA VIRUS RESEARCH IN CEREBROSPINAL FLUID AS CAUSE OF ACUTE NEUROLOGIC MANIFESTATION IN ENDEMIC AREAS","Introduction: Increased of cases reports of neurological manifestations associated with dengue (DENV), zika (ZIKV) and chikungunya (CHIKV) have been described in endemic areas. Neurological symptoms are not specific, making diagnosis difficult, which is based on the detection of viral antigens and specific antibodies primarily in serum, in addition to other fluids. Cerebrospinal fluid (CSF) analysis by the proximity of the central nervous system (CNS) and meninges can demonstrate inflammatory reaction, protein cytologic dissociation, exclusion of other infectious diseases, and the detection of the etiological agent. Objective: To detect the presence of arboviral infection in the CSF of patients with acute neurological manifestations, using immunology and molecular biology techniques. Methods: A panel of CSF samples from 36 suspected cases of acute CNS viral infection or post-infectious syndromes were analyzed. We evaluated specific IgM antibodies for DENV, CHIKV and ZIKV. To investigate viral RNA we performed the Semi-Nested RT-PCR for DENV and real-time RT-PCR for ZIKV and CHIKV. Results: Of the total group, 28% (10/36) fulfilled the arbovirus positivity criteria (specific reactive IgM or presence of viral RNA) in the CSF. Of these 10 cases, 40% (4/10) were diagnosed with DENV and 60% (6/10) with CHIKV. Encephalitis was the most frequent neurological manifestation with 60% (6/10) of the cases, three of them resulting from DENV infection and three cases due to CHIKV infection. The virological study presented amplification for viral RNA DENV of 50% (5/10) the cases and in 50% (5/10) for viral RNA CHIKV in the CSF. No sample amplified for ZIKV. In the immunological analysis, 20% of the samples (1/5) showed reactive CSF IgM against DENV and 80% (4/5) reactive IgM against CHIKV. In the routine CSF analysis, we observed pleocytosis with a predominance of mononuclear and hyperproteinorrhachia in 70% of the samples, and hypoglycorrhachia in 27.3%, following the inflammatory profile of the CSF expected in viral infections. Conclusion: The detection of viral antigens and antibodies in CSF are of great importance for the elucidation of neuropathogenesis and support the diagnosis of tropical neurological diseases of the CNS caused by arboviruses. Financial support: Fundação de Amparo à Pesquisa do Estado do Rio de Janeiro (FAPERJ).",Líquido cefalorraquiano,Aprovado para Apresentação Oral ,CÍNTIA DA SILVA MELLO,"CÍNTIA DA SILVA MELLO / Mello, C.S. / UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO; CÍNTIA DA SILVA MELLO / Mello, C.S. / UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO; Mauro Jorge Cabral Castro / Cabral-Castro, M.J. / UNIVERSIDADE FEDERAL DO RIO DE JANEIRO; Luiz Claudio Silva de Faria / Faria, L.C.S. / UNIVERSIDADE FEDERAL DO RIO DE JANEIRO; Marzia Puccioni-Sohler / Puccioni-Sohler, M. / UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;"
73400,GABAA DECREASE IN THE MOTOR CORTEX AS A MECHANISM FOR RESTLESS LEGS SYNDROME,"Background: Decreased short-interval intracortical inhibition (SICI) to transcranial magnetic stimulation (TMS) of the primary motor cortex, indicating diminished GABA-A activity, had been described in subjects with restless legs syndrome (RLS). Whether decreased SICI is related to severity of symptoms or to subtle structural brain changes in this condition had not yet been determined. Purposes: To test the hypotheses that there is a significant difference in SICI between controls and patients according to RLS severity. To compare TMS parameters of resting or active motor threshold, cortical silent period and SICI between RLS patients and controls. To perform FreeSurfer analysis and test the hypotheses that there are significant differences in gray matter thickness or volume in the primary motor and primary somatosensory cortex, caudate, pallidum, putamen, and thalami between patients with RLS and controls. Methods: TMS testing (single and paired-pulse) was performed on the dominant motor cortex and data compared by ANOVA one-way. A post-hoc ROC curve analysis was performed to define a relevant cut-off (area under the curve>0.70) value of SICI to discriminate RLS and control group, morphometric analysis of cortical surface was performed by Freesurfer and analyzed in a whole-brain approach and by also regions of interest. Results: TMS data of 34 RLS patients and 24 controls were analyzed. SICI was reduced in severe and very severe RLS group in comparison to healthy individuals and in light to moderate RLS group in comparison to controls (F=8.83; p=0.001). The resting motor threshold, active motor threshold and cortical silent period were not different between patients with RLS and controls. A cut-off of 31.5% of SICI using ROC curve analysis could discriminate RLS and controls group. Morphometric analysis by Freesurfer was performed in 35 RLS patients and 26 controls. No structural differences were found in analyses of the whole brain or of regions of interest. Conclusions: The results support the presence of a dysfunction in GABAA receptors activity, but not in GABAB, in the motor cortex even in less symptomatic forms of RLS. Cortical surface and subcortical volume analysis by Freesurfer did not show differences between patients with RLS and controls. Together, these results suggest that restless legs syndrome is a dysfunctional non-degenerative disease and that SICI is a cortical biomarker for this condition.",Neurofisiologia Clínica,Aprovado para Apresentação Oral ,ADRIANA BASTOS CONFORTO,"SAMIR CÂMARA MAGALHÃES / Magalhães, S.C. / HOSPITAL ISRAELITA ALBERT EINSTEIN; Joselisa Péres Queiroz de Paiva / de Paiva, J.P.Q. / HOSPITAL ISRAELITA ALBERT EINSTEIN; Alan Luiz Eckeli / Eckeli, A.L. / HOSPITAL DAS CLÍNICAS DA FACULDADE DE MEDICINA DA UNIVERISDADE DE SÃO PAULO - RIBEIRÃO PRETO; Gilmar Fernandes do Prado / do Prado, G.F. / UNIVERSIDADE FEDERAL DE SÃO PAULO; Edson Amaro Jr. / Amaro, E.Jr. / UNIVERSIDADE DE SÃO PAULO E HOSPITAL ISRAELITA ALBERT EINSTEIN; Adriana Bastos Conforto / Conforto, A.B. / UNIVERSIDADE DE SÃO PAULO E HOSPITAL ISRAELITA ALBERT EINSTEIN;"
73348,A NOVEL COMPLEX NEUROLOGICAL PHENOTYPE DUE TO A HOMOZYGOUS MUTATION IN FDX2,"Introduction: Defects in [Fe-S] cluster biogenesis are increasingly recognized as causing neurologic disease. Mutations in a number of genes that encode proteins involved in mitochondrial [Fe-S] protein assembly lead to complex neurological phenotypes. One class of proteins essential in the early cluster assembly are ferredoxins. FDX2 is ubiquitously expressed and is essential in the de novo formation of [2Fe-2S] clusters in humans. We describe and genetically define a novel complex neurological syndrome identified in two Brazilian families, with a novel homozygous mutation in FDX2. Material and Methods: Patients were clinically evaluated, underwent MRI imaging, nerve conduction studies, electromyography and muscle biopsy. The genetic analysis were done using a combination of homozygosity mapping and whole exome sequencing was performed. The functional studies were done by Real Time RT-PCR and Western Blot (WB) analysis, iron stain in muscle and electronic microscopy. Results: We identified six patients from two apparently unrelated families with autosomal recessive inheritance of a complex neurological phenotype involving optic atrophy and nystagmus developing by age 3, followed by myopathy and recurrent episodes of cramps, myalgia and muscle weakness in the first or second decade of life. Sensory-motor axonal neuropathy lead to progressive distal weakness. MRI imaging disclosed a reversible or partially reversible or partially reversible leukoencephalopathy. Muscle biopsy demonstrated an unusual pattern of regional SDH and COX deficiency with iron accumulation. The phenotype was mapped in both families to the same homozygous missense mutation in FDX2 (c.431C>T, p.P144L). The deleterious effect of the mutation was validated by Real Time RT-PCR and Western Blot (WB) analysis, which demonstrated normal expression of FDX2 mRNA but severely reduced expression of FDX2 protein in muscle tissue. Conclusion: This study describes a novel complex neurological phenotype with unusual MRI and muscle biopsy features, conclusively mapped to a mutation in FDX2, which encodes a ubiquitously expressed mitochondrial ferredoxin essential for early Iron-Sulfur cluster biogenesis. It was possible to describe the natural history of this new condition.",Neurogenética,Aprovado para Apresentação Oral ,ANDERSON RODRIGUES BRANDÃO DE PAIVA,"Juliana Gurgel-Giannetti / Gurgel-Giannetti, J / Department of Paediatrics, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; Fernando Kok / Kok, F. / Neurogenetics Outpatient Service, Hospital das Clínicas, University of São Paulo, São Paulo, Brazil; David S Lynch / Lynch, DS / Department of Molecular Neuroscience, UCL Institute of Neurology, London, UK / Leonard Wolfson Experimental Neurology Centre, UCL Institute of Neurology, London, UK; ANDERSON RODRIGUES BRANDAO DE PAIVA / Paiva, ARB / Neurogenetics Outpatient Service, Hospital das Clínicas, University of São Paulo, São Paulo, Brazil; Leandro Tavares Lucato / Lucato, LT / Radiology Institute, Hospital das Clínicas, University of São Paulo, São Paulo, Brazil; Guilherme Yamamoto / Yamamoto, G / Center for Studies of Human Genome and Stem Cells, Biosciences Institute, University of São Paulo, São Paulo, Brazil; Roland Lill / Lill, R / Institut für Zytobiologie und Zytopathologie, Philipps-Universität Marburg, Robert-Koch-Strasse 6, 35032 Marburg, Germany; Mariz Vainzof / Vainzof, M / Center for Studies of Human Genome and Stem Cells, Biosciences Institute, University of São Paulo, São Paulo, Brazil; Anders Oldfors / Oldfors, A / Department of Pathology, Sahlgrenska University Hospital, University of Gothenburg, Sweden; Henry Houlden / Houlden, H / Department of Molecular Neuroscience, UCL Institute of Neurology, London, UK / Leonard Wolfson Experimental Neurology Centre, UCL Institute of Neurology, London, UK;"
73585,CEREBELLAR INVOLVEMENT IN HEREDITARY SPASTIC PARAPLEGIAS,"Introduction: Hereditary spastic paraplegias (HSP) are a heterogeneous group of neurodegenerative disorders characterized clinically by slowly progressive lower limb weakness and spasticity. Corticospinal tract is the key target of damage in the disease, but other structures are also involved. Little is known about cerebellar involvement in HSP. Objective: to identify cerebellar abnormalities in the most frequent subtypes of pure (HSP-SPG4) and complicated HSP (HSP-SPG11). Methods: We recruited 14 patients with HSP-SPG4 (8 men; mean age 48.9 ± 12.3 years), 14 with HSP-SPG11 (7 men; mean age 27.5 ± 5.1 years) and 26 healthy age and gender-matched controls (14 men; mean age 38.5 ± 14.8 years). Image acquisition was performed in a 3T MRI scanner and T1-weighted structural 3D images were assessed by the Spatially Unbiased Atlas Template (SUIT)-SPM12-toolbox. GM cerebellar volumes were compared between groups via voxel-based morphometry (VBM). Statistical analyses were performed in SPM12 using analysis of variance and FWE-corrected p-values<0.05. Results: Mean disease duration for patients with HSP-SPG4 and HSP-SPG11 were 19 ± 11.2 and 12.2 ± 6.9, respectively. Four patients with HSP-SPG11 had clinically evident ataxia. We failed to identify cerebellar GM atrophy in the HSP-SPG4 group. In contrast, patients with HSP-SPG11 had cerebellar volumetric reduction at both lobules VI and right sided crus I in comparison to healthy-controls. Conclusion: Cerebellum is affected in HSP-SPG11, but not HSP-SPG4. Lobules VI look particularly vulnerable. Such difference helps to understand the phenotypic differences between both diseases.",Neurogenética,Aprovado para Apresentação Oral ,KATIANE RAISA SERVELHERE,"KATIANE RAISA SERVELHERE / Servelhere, K. R. / UNICAMP; Katiane Raisa Servelhere / Servelhere, K.R. / UNICAMP; Raphael Fernandes Casseb / Casseb, R.F. / University of Calgary; Thiago Junqueira de Rezende / de Rezende, T.J. / UNICAMP; Camila Callegari Piccinin / Piccinin, C.C. / UNICAMP; Marcondes Cavalcante França Junior / França Junior, M.C. / UNICAMP;"
74759,IDENTIFYING CIRCULATING BIOMARKERS IN PATIENTS WITH SYMPTOMATIC AND ASYMPTOMATIC CAROTID ARTERY STENOSIS: A PRELIMINARY REPORT,"Stroke can occur due to an embolic blood clot formed during the rupture of an atherosclerotic (1). Atherosclerosis begins with the subendothelial accumulation of lipoproteins, followed by in-site migration of monocytes and lymphocytes type T, leading to a chronic inflammation clinically observed as stenosis, the thickening of the artery walls (2). Common risk factors for stroke are diabetes, obesity, arterial hypertension and smoking (2). Circulating microRNAs, found in plasma microvesicles, are non-coding RNA molecules which are involved in fine gene regulation and have been proposed as disease biomarkers for several conditions (3,4). Therefore, the primary goal of this study is to investigate whether there are differences in the circulating microRNAs of patients with symptomatic or asymptomatic carotid stenosis as compared to controls with no stenosis. When completed, the study will be composed by a cohort of 120 patients: 30 controls with mild asymptomatic stenosis (<50%), 30 with moderate asymptomatic stenosis (50-70%), 30 with severe asymptomatic stenosis (70-99%) and 30 with severe symptomatic stenosis (70-99%). Peripheral blood has been collected from all patients for subsequent microRNA extraction using the mirVanaTM ParisTM Kit (Thermo Fisher Scientific Inc.). MicroRNAs have been converted into a cDNA library using the Illumina® TruSeq® Small RNA Library Prep RS-200-0048 Kit (Illumina, Inc). MicroRNA expression will be studied using the next generation sequencing platform HiSeq 2500 (Illumina, Inc). Sequencing data will be analyzed using bioinformatics protocols in which the sequencing reads will be aligned to a reference genome using the miRdeep software, normalized and counted with HTSeqcount and Feature counts; and the differential expression analysis will be performed with DEseq2 software. In this preliminary report, we characterize the cohort assessed to date. We have included 72 patients (mean age 67,9±10,7), 21 of them with severe asymptomatic stenosis and 15 with severe symptomatic stenosis. Risk factors identified are arterial hypertension (80%), diabetes (42%) and smoking (62%). Here we present preliminary results of our study which is likely to aid in the identification of non-invasive biomarkers related to the formation, growth, and rupture of the atherosclerotic plaque. References: https://doi.org/10.1016/j.gene.2014.11.015 ISBN 9788573799798. https://doi.org/10.1038/ncb1596 https://doi.org/10.1007/978-3-0348-0955-9",Neurogenética,Aprovado para Apresentação Oral ,FABIANA DOS SANTOS OLIVEIRA,"FABIANA DOS SANTOS OLIVEIRA / Oliveira, F. d. S. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Danyella Barbosa Dogini / Dogini, D. B. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Amanda Donatti / Donatti, A. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Marilza de Lima Santos / Santos, M. L. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Débora de Souza Fonseca / Debora, S. F. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Wilson Nadruz Júnior / Nadruz, W. Jr. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Ana Terezinha Guillaumon / Guillaumon, A.T. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Wagner Mauad Avelar / Avelar, W. M. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Iscia Lopes-Cendes / Lopes-Cendes, I. / UNIVERSIDADE ESTADUAL DE CAMPINAS;"
73534,STRUCTURAL SIGNATURE OF SCA3: FROM PRESYMPTOMATIC TO LATE DISEASE STAGES,"Introduction: Machado-Joseph disease (SCA3/MJD) is the most frequent spinocerebellar ataxia worldwide and characterized by brainstem, basal ganglia and cerebellar damage. However, little is known about the natural history of the disease. Objective: To determine the extension and progression of central nervous system involvement in SCA3/MJD using multimodal MRI-based analyses in a large cohort of patients (n=79) and presymptomatic subjects (n=12). Methods: All subjects underwent magnetic resonance imaging in a 3T device to assess gray (GM) and white matter (WM). We used measures from FreeSurfer and SUIT to evaluate, respectively, the cerebral and cerebellar cortices. T1-multiatlas assessed deep GM. We used the DTI-multiatlas approach to investigate cerebral WM and SpineSeg to assess the cervical spinal cord. Results: In the general analysis (all patients vs all matched-controls), we found a widespread WM and cerebellar damage, in contrast to the restricted cerebral cortex involvement (mostly in motor cortex). The presymtomatic patients showed WM micro-structural abnormalities mainly in the cerebellar and cerebral peduncles and volumetric reduction of midbrain, spinal cord and substantia nigra. We divided the patients into 4 subgroups defined by the time from ataxia onset to assess the disease progression. We were able to found a clear pattern of evolving structural compromise, starting in infratentorial structures and progressing up to the cerebral cortex. Conclusion: Structural damage in SCA3/MJD begins in the spinal cord, cerebellar peduncles as well as substantia nigra, and progresses to cerebral areas in the long term. These structural differences reveal some insights into the pathogenesis of SCA3/MJD and suggest a staging scheme to map the natural history of the disease.",Neurogenética,Aprovado para Apresentação Oral ,THIAGO JUNQUEIRA RIBEIRO DE REZENDE,"THIAGO JUNQUEIRA RIBEIRO DE REZENDE / Rezende, T. J. R. d. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Jean Levi Ribeiro de Paiva / de Paiva, J. L. R. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Alberto Rolim Muro Martinez / Martinez, A. R. M. / UNIVERSIDADE ESTADUAL DE CAMPINAS; Iscia Lopes-Cendes / Lopes-Cendes, I. / UNIVERSIDADE ESTADUAL DE CAMPINAS; José Luiz Pedroso / Pedroso, J. L. / UNIVERSIDADE FEDERAL DE SÃO PAULO; Orlando Graziani Povoas Barsottini / Barsottini, O. G. P. / UNIVERSIDADE FEDERAL DE SÃO PAULO; Fernando Cendes / Cendes, F / UNIVERSIDADE ESTADUAL DE CAMPINAS; Marcondes C. França Jr / França, M. C. Jr. / UNIVERSIDADE ESTADUAL DE CAMPINAS;"
74106,LOWER FREQUENCY OF ANTIBODIES TO MOG IN PATIENTS FROM RIO DE JANEIRO WITH NEUROMYELITIS SPECTRUM DISORDERS: AN ETHNIC INFLUENCE?,Objective: Antibodies against Myelin Oligodendrocyte glycoprotein (MOG-Ab) have been investigated as potential biological marker for neuromyelitis optica (NMO) and high-risk syndromes (HR) negative for AQP4-Ab in populations with different ethnic background. We tested AQP4 and MOG antibodies in a Brazilian population with high African ethnic background. Method The study population was composed of adult patients from Rio de Janeiro with neuromyelitis optica and high risk syndromes NMO-HR (new and old cases). Blood samples were sent blindly to test the AQP4 and MOG antibodies by CBA. The frequency of positive MOG-Ab was estimated in the NMO-HR and the NMO spectrum disorders (NMOSD). A systematic review with meta-analysis assessed the frequency of MOG-Ab in Caucasians and non-Caucasians. Results 115 adult patients with NMO-HR were tested. MOG antibodies were found in 5/68 negative cases of AQP4-Ab negative (7.35%). The criteria for NMOSD were fulfilled by 70 patients with NMO-HR and none of them was positive for MOG-Ab. A low prevalence of MOG antibodies and a predominant phenotype of bilateral Optic Neuritis were found in most non-Caucasian patients. Conclusion The low frequency of MOG Ab in patients from Rio de Janeiro and in other non-Caucasian populations suggests a racial/ancestral influence.,Neuroimunologia,Aprovado para Apresentação Oral ,REGINA MARIA PAPAIS ALVARENGA,"REGINA MARIA PAPAIS ALVARENGA / Alvarenga, R. M. P. / UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO; Ana Carolina Ribeiro Araújo de Araújo / Araújo ACRA / UNIRIO; Anna Christiany Brandão Nascimento / Nascimento ACB / UNIRIO; Vanderson Carvalho Neri / Neri VC / UNIRIO; Helcio Alvarenga Filho, / Alvarenga Filho / UNIRIO; Marcos Papais Alvarenga / Alvarenga MP / UNIRIO; Elizabeth Batista / Batista, E / UNIRIO; Priscilla Barros / Barros, P / UNIRIO; Cleonice Bento / Bento, C / UNIRIO; Claudia Cristina Ferreira Vasconcelos, / Vasconcelos, CCF / UNIRIO;"
74632,NEUROLOGICAL AND HISTOPATHOLOGICAL CLINICAL ASPECTS OF PATIENTS WITH LEPROSY IN FORTALEZA: STUDY OF 400 CASES.,"INTRODUCTION: Leprosy is caused by the infection of Mycobacterium leprae (ML). It is associated with damage to the peripheral nerves, skin and other tissues. The main signs and symptoms are: sensory and/or motor deficits and/or nerve enlargement. The Ridley-Jopling Classification applies the spectral concept of leprosy and divides the disease into two polar groups: Tuberculoid (TT) and Lepromatous (LL), and three intermediate types: Borderline-Tuberculoid (BT), Borderline-Borderline (BB), and Borderline-Lepromatous (BL). OBJECTIVES: 1-To identify clinical findings of neurological dysfunction in leprosy patients; 2-Correlate those findings with the clinical forms of leprosy. METHODS: A cross-sectional study with 400 leprosy patients, from a tertiary leprosy reference center from Fortaleza-Ce, from 2011 to 2014, evaluated by a predetermined protocol, consisting in history, dermato-neurological examination and routine laboratory tests. Histopathological examination was done in 243 patients. For diagnosis, the association of two elements (skin lesions, sensory changes and neural thickening), or only positive bacilloscopy in the skin or nerve was considered. Data collection (clinical and laboratory tests) was obtained from the medical records. RESULTS: 219 patients were male and 181 female. The mean age was 41.7 years. According to the clinical forms of leprosy (and the histopathological results of 243 patients) patients were classified as: TT:52; BT:121; BB:12; BL:16 and LL:41. Of this total, 32 cases were diagnosed as primary neural leprosy, 19 being TT and 13 BT (for inclusion in the treatment protocol as paucibacillary or multibacillary). Sensory changes were found in 91.7%, motor deficits in 59% and neural thickening in 50.2% of the patients. The most affected nerves were the motor and sensory ulnar fibers (57.4%); superficial peroneal (44.5%) and tibial posterior (30.7%). CONCLUSION: Sensory changes were more frequent than motor deficits. Hypoesthesia is the most prevalent symptom, especially in cases with an evolution of more than 12 months. The same relationship was not observed for motor deficits and neural thickening. The ulnar nerve was the most affected, followed by the superficial peroneal. Future research should focus on a comprehensive analysis of autonomic symptoms and small fiber neuropathy for early diagnosis and disability prevention.",Neuroinfecção,Aprovado para Apresentação Oral ,MOACIR PEREIRA LEITE MOACIR LEITE,"MOACIR PEREIRA LEITE MOACIR LEITE / Leite Neto, M. P. / UNIVERSIDADE FEDERAL DO CARIRI; Moacir Pereira Leite Neto / Leite Neto, M. P. / Faculty of Medicine, Federal University of Cariri, Barbalha-Ceará; Francisco Marcos Bezerra da Cunha / Bezerra da Cunha, F. M. / Faculty of Medicine, Federal University of Cariri, Barbalha-Ceará; Cláudio Gleidiston Lima da Silva / Da Silva, C. G.L. / Faculty of Medicine, Federal University of Cariri, Barbalha-Ceará; Isabel Monique Leite Romualdo / Romualdo, I. M. L. / Cariri Regional Hospital; Heitor de Sá Gonçalves / Gonçalves, H. S. / National Reference Center for Sanitary Dermatology Dona Libânia; Maria Araci de Andrade Pontes / Pontes, M. A. A. / National Reference Center for Sanitary Dermatology Dona Libânia;"
75182,"ANALYSIS OF THE RELATIONSHIP BETWEEN AMYLOID-Β DEPOSITION, BRAIN METABOLISM AND NEUROPSYCHOLOGICAL PROFILE IN ELDERLY WITH SUBJECTIVE COGNITIVE DECLINE: PRELIMINARY RESULTS.","Background: Several studies have shown that individuals with subjective cognitive decline (SCD) experience a higher prevalence of positive biomarkers for Alzheimer‘s disease (AD). Objective: To analyze and compare amyloid-β deposition, brain metabolism and neuropsychological profile of healthy controls (HC) and elderly with SCD. Methods: The sample consisted of elderly, with four or more years of schooling. Dementia, mild cognitive impairment, major psychiatric disorder or use of psychotropic drugs were the exclusion criteria. Subjects were divided into HC and SCD groups. The volunteers were evaluated with the Clinical Dementia Rating scale (CDR), Functional Activities Questionnaire, Mini Mental Status Examination (MMSE), Montreal Cognitive Assessment (MoCA), Brief Cognitive Screening Battery, a standard neuropsychological battery and the Short-term Memory Binding (STMB). SCD evaluation was based on the Cognitive Function Instrument (CFI). The Geriatric Anxiety Inventory (GAI) and Geriatric Depression Scale (GDS) were applied for the screening of anxiety and depression symptoms. Images of 18F-FDG and 11C-PIB were acquired from PET / magnetic resonance imaging equipment and analyzed individually with Z-score maps using the Cortex-ID software. For the comparison between the groups the images were corrected for partial volume and normalized for analysis by Statistical Parametric Mapping (SPM 8). Results: Twenty-four elderly individuals (19 females) were included, with 15 in the SCD group. For the whole sample, mean age and schooling were 71.71 ( 5.83) and 12.70 ( 4.46) years, respectively, with no significant differences between the groups. The CFI score was higher in the SCD group (SCD 5.26 4.30 vs HC 1.22 1.48, p < 0.001). The SCD group had more anxiety symptoms (p = 0.018). No differences were found between groups in the MMSE (SCD 29.20 0.86 vs HC 29.44 0.72, p = 0.558) and MoCA (SCD 23.47 2.44 vs HC 25.11 2.89, p = 0.150). There were also no significant differences in specific cognitive tests. Only the STMB differentiated SCD (11.026 1.98) from HC (13.11 1.62; p =0.028). When compared with HC, SCD exhibited no significant differences between amyloid-β deposition. Discrete bilateral reduction of metabolism in lateral temporal regions in subjects with DCS, but no statistically significant. Conclusion: The STMB was the most sensitive to differentiate SCD from HC in this sample. The study is still recruiting volunteers.",Neurologia Cognitiva E Do Envelhecimento,Aprovado para Apresentação Oral ,ADALBERTO STUDART NETO,"ADALBERTO STUDART-NETO / Studart-Neto, A. S. / Hospital das Clínicas da FMUSP; Adalberto Studart-Neto / Studart-Neto, A. / Hospital das Clínicas da FMUSP; Artur Martins Novaes Coutinho / Coutinho, A.M.N. / Hospital das Clínicas da FMUSP; Camila de Godoi Carneiro / Carneiro, C.G. / Hospital das Clínicas da FMUSP; Natália Cristina Moraes / Moraes, N.C. / Hospital das Clínicas da FMUSP; Raphael Ribeiro Spera / Spera, R.R. / Hospital das Clínicas da FMUSP; Mônica Sanches Yassuda / Yassuda, M.S. / Hospital das Clínicas da FMUSP; Claudia da Costa Leite / Leite, C.C. / Hospital das Clínicas da FMUSP; Carlos Alberto Buchpiguel / Buchpiguel, C.A. / Hospital das Clínicas da FMUSP; Ricardo Nitrini / Nitrini, R. / Hospital das Clínicas da FMUSP;"
75184,"CORRELATION BETWEEN CLINICAL DIAGNOSIS AND FDG-PET PATTERN IN 111 PATIENTS WITH MILD COGNITIVE IMPAIRMENT, SUBJECTIVE COGNITIVE DECLINE AND CONTROLS: ANALYSIS FROM THE BRAZILIAN AGING AND MEMORY STUDY (BRAMS)","Introduction: Recently more attention has been given to Mild Cognitive Impairment (MCI) and Subjective Cognitive Decline (SCD). It seems that those with multi domain amnestic MCI (maMCI) are at greater risk for development of Alzheimers disease. Besides, the categorization of MCI patients according to the NIA-AA ATN research framework will help recruit individuals with amyloid pathology for Disease Modifier Drugs trials. Objective: To determine a relationship between clinical diagnosis (control, SCD or MCI) and PET-FDG pattern; delineate the rate of possible etiology change when contrasting results from individuals submitted to PET-FDG and 11CPIB-PET (amyloid ligand). Methods: Patients who underwent FDG-PET (n=111) and 11CPIB-PET (n=21) were analyzed according to age, gender, schooling and clinical profile. FDG-PET was classified as normal, AD pattern (temporoparietal and/or precuneus and/or posterior cingulum hypometabolism) and non-AD pattern. 11CPIB-PET was classified as positive or negative. Results: Sixty six per cent were females; mean age was 69,9 years (69 for normal FDG-PET, 72 for AD pattern FDG-PET and 70 for non-AD pattern); mean schooling was 10,88 (+-5,1) years and did not differ according to FDG-PET profile. Controls had more education than maMCI: 13 (+-2,0) years versus 9,7 (+-5,1) years. Normal FDG-PET (n=68), AD pattern FDG-PET(n=21) and non-AD pattern (n=22) groups had maMCI as most frequent clinical diagnosis (52,9%, 57,1% and 45,5% respectively); the majority of maMCI (n=58) had normal FDG-PET (62%); individuals with SCD (n=14) were the ones with greater rate of normal FDG-PET (78,6%); among those who underwent FDG-PET and 11CPIB-PET (n=21) the rate of disagreement was 19% (n=4), of which 3 had FDG-PET compatible with AD pattern and 11CPIB-PET negative (1 maMCI; 1 single domain amnestic MCI; 1 single domain non-amnestic MCI) and 1 had normal FDG-PET with 11CPIB-PET positive (single domain non-amnestic MCI). Conclusions: Among individuals with multi domain amnestic MCI most had normal FDG-PET. However, among those with FDG-PET compatible with AD the majority was composed by multi domain amnestic MCI patients (57,1%). The disagreement rate between FDG-PET and 11CPIB-PET was 19%, lower than the rate shown by the ABIDE Project (25%). Disagreement occured mainly due to AD pattern FDG-PET when compared with 11CPIB-PET negativity. This demonstrates the relative lack of specificity of FDG-PET, in accordance with international data.",Neurologia Cognitiva E Do Envelhecimento,Aprovado para Apresentação Oral ,LUCAS OLIVEIRA MOURÃO,"Lucas Oliveira Mourão / Mourao, L.O. / UNIVERSIDADE DE SÃO PAULO; Verônica Tavares Aragão / Aragao, V.T. / Universidade de São Paulo; Eduardo Sturzeneker Tres / Tres, E.S. / Universidade de São Paulo; Maira Okada de Oliveira / Oliveira, M.O. / Universidade de São Paulo; Paula Squarzoni / Squarzoni, P. / Universidade de São Paulo; Conrado Mannarino Borges / Borges, C.M. / Universidade de São Paulo; Arthur Coutinho / Coutinho, A. / Universidade de São Paulo; Geraldo Busatto / Busatto, G. / Universidade de São Paulo; Ricardo Nitrini / Nitrini, R. / Universidade de São Paulo; Sônia M.D. Brucki / Brucki, S.M.D. / Universidade de São Paulo;"
